TA, Crossing, Gate number, Time
Rishika Jain, ENTER, 3, 01:22:22
Snehal, ENTER, 1, 01:22:25
Anuj Yadav, EXIT, 5, 01:22:25
Vibhor Agarwal, ENTER, 1, 01:22:32
Ujjwal Garg, ENTER, 3, 01:22:55
Anuj Yadav, ENTER, 3, 01:23:06
Khushdev Pandit, EXIT, 1, 01:23:13
Ujjwal Garg, EXIT, 5, 01:23:14
Khushdev Pandit, ENTER, 5, 01:23:22
Anuj Yadav, EXIT, 1, 01:23:37
Vibhor Agarwal, EXIT, 5, 01:23:49
Ankita Mahato, ENTER, 1, 01:23:52
Sahil Goyal, EXIT, 1, 01:24:04
Manas, EXIT, 5, 01:24:30
Dhruv Mishra, EXIT, 1, 01:24:49
Swati Jha, EXIT, 5, 01:24:56
Mohammed Kaif, EXIT, 5, 01:25:18
Snehal, EXIT, 1, 01:25:19
Ankita Mahato, EXIT, 1, 01:25:20
Khushdev Pandit, EXIT, 5, 01:25:28
Khushdev Pandit, ENTER, 1, 01:25:36
Khushdev Pandit, EXIT, 5, 01:25:58
Khushdev Pandit, ENTER, 5, 01:26:01
Ayush Srivastava, ENTER, 3, 01:26:01
Khushdev Pandit, EXIT, 5, 01:26:23
Swatantra kumar nigam, EXIT, 3, 01:26:37
Shashank Dargar, ENTER, 1, 01:26:38
Rishika Jain, EXIT, 5, 01:26:39
Khushdev Pandit, ENTER, 1, 01:26:52
Khushdev Pandit, EXIT, 3, 01:27:20
Ujjwal Garg, ENTER, 5, 01:27:29
Vamshi Krishna Vannekala, ENTER, 3, 01:27:38
Khushdev Pandit, ENTER, 3, 01:27:43
Gayam Shivakanth Reddy, ENTER, 5, 01:27:46
Khushdev Pandit, EXIT, 5, 01:28:02
Kartik Gupta, EXIT, 5, 01:28:08
Rohan Dhar, ENTER, 3, 01:28:09
Sahil Goyal, ENTER, 3, 01:28:15
Swati Jha, ENTER, 5, 01:28:17
Karan Baboota, ENTER, 1, 01:28:17
Khushdev Pandit, ENTER, 5, 01:28:28
Thanmayee Matha, EXIT, 5, 01:28:33
Rishika Jain, ENTER, 1, 01:28:38
Shambhavi Sharma, ENTER, 5, 01:28:38
Anuj Yadav, ENTER, 3, 01:29:01
Khushdev Pandit, EXIT, 5, 01:29:03
Swatantra kumar nigam, ENTER, 1, 01:29:24
Khushdev Pandit, ENTER, 1, 01:29:36
Shambhavi Sharma, EXIT, 3, 01:29:49
Swatantra kumar nigam, EXIT, 3, 01:30:03
Rishabh Oberoi, ENTER, 1, 01:30:05
Surbhi Goyal, EXIT, 1, 01:30:11
Khushdev Pandit, EXIT, 5, 01:30:12
Dhruv Mishra, ENTER, 3, 01:30:12
Dhruv Mishra, EXIT, 1, 01:30:24
Khushdev Pandit, ENTER, 3, 01:30:34
Khushdev Pandit, EXIT, 1, 01:30:38
Aryan Chaudhary, ENTER, 1, 01:30:54
Khushdev Pandit, ENTER, 5, 01:31:01
Shambhavi Sharma, ENTER, 3, 01:31:10
Aditya Raj Singh, EXIT, 5, 01:31:25
Khushdev Pandit, EXIT, 5, 01:31:33
Gayam Shivakanth Reddy, EXIT, 3, 01:31:34
Bharat Goyal, ENTER, 1, 01:31:38
Aditya Raj Singh, ENTER, 5, 01:31:48
Khushdev Pandit, ENTER, 3, 01:31:58
Shambhavi Sharma, EXIT, 3, 01:31:58
Shambhavi Sharma, ENTER, 1, 01:31:59
Sushil Kumar, EXIT, 5, 01:32:00
Ujjwal Garg, EXIT, 3, 01:32:14
Bhavya Jain, EXIT, 3, 01:32:15
Manas, ENTER, 1, 01:32:23
Manas, EXIT, 3, 01:32:25
Khushdev Pandit, EXIT, 3, 01:32:46
Yuvraj Singh, ENTER, 3, 01:33:02
Rishika Jain, EXIT, 5, 01:33:10
Bhavya Jain, ENTER, 1, 01:33:16
Kartik Gupta, ENTER, 5, 01:33:17
Khushdev Pandit, ENTER, 5, 01:33:27
Manav Saini, EXIT, 1, 01:33:30
Shambhavi Sharma, EXIT, 5, 01:33:34
Khushdev Pandit, EXIT, 3, 01:33:36
Anuj Yadav, EXIT, 3, 01:33:41
Shashank Dargar, EXIT, 5, 01:33:47
Khushdev Pandit, ENTER, 3, 01:33:48
Khushdev Pandit, EXIT, 3, 01:33:59
Swaib Ilias Mazumder, ENTER, 1, 01:33:59
Rishika Jain, ENTER, 1, 01:34:15
Khushdev Pandit, ENTER, 3, 01:34:15
Khushdev Pandit, EXIT, 3, 01:34:52
Vibhor Agarwal, ENTER, 3, 01:35:01
Smiti Singhal, ENTER, 5, 01:35:04
Khushdev Pandit, ENTER, 5, 01:35:10
Vibhor Agarwal, EXIT, 1, 01:35:10
Swati Jha, EXIT, 3, 01:35:12
Khushdev Pandit, EXIT, 3, 01:35:27
Anuj Yadav, ENTER, 5, 01:35:31
Khushdev Pandit, ENTER, 3, 01:36:05
Khushdev Pandit, EXIT, 3, 01:36:19
Khushdev Pandit, ENTER, 5, 01:36:26
Vibhor Agarwal, ENTER, 5, 01:36:43
Yuvraj Singh, EXIT, 1, 01:37:02
Khushdev Pandit, EXIT, 5, 01:37:17
Shashank Dargar, ENTER, 3, 01:37:20
Rishika Jain, EXIT, 3, 01:37:21
Rohan Dhar, EXIT, 3, 01:37:33
Khushdev Pandit, ENTER, 5, 01:37:36
Gayam Shivakanth Reddy, ENTER, 5, 01:38:05
Ankita Mahato, ENTER, 5, 01:38:26
Anuj Yadav, EXIT, 5, 01:38:28
Kartik Gupta, EXIT, 3, 01:38:39
Khushdev Pandit, EXIT, 3, 01:38:55
Thakkar Divyakumar Rameshbhai, ENTER, 1, 01:38:58
Swati Jha, ENTER, 3, 01:39:03
Smiti Singhal, EXIT, 3, 01:39:06
Shraman Jain, ENTER, 5, 01:39:14
Khushdev Pandit, ENTER, 3, 01:39:17
Vibhor Agarwal, EXIT, 5, 01:39:20
Dhruv Mishra, ENTER, 3, 01:39:24
Aryan Chaudhary, EXIT, 5, 01:39:37
Rohan Dhar, ENTER, 3, 01:40:15
Snehal, ENTER, 3, 01:40:19
Mohammed Kaif, ENTER, 1, 01:40:23
Karan Baboota, EXIT, 1, 01:40:25
Ankita Mahato, EXIT, 3, 01:40:43
Kartik Gupta, ENTER, 1, 01:41:00
Khushdev Pandit, EXIT, 5, 01:41:28
Manav Saini, ENTER, 3, 01:41:40
Khushdev Pandit, ENTER, 1, 01:42:07
Vibhor Agarwal, ENTER, 5, 01:42:17
Aryan Chaudhary, ENTER, 5, 01:42:29
Rishika Jain, ENTER, 5, 01:42:54
Khushdev Pandit, EXIT, 5, 01:43:20
Khushdev Pandit, ENTER, 5, 01:43:32
Thanmayee Matha, ENTER, 5, 01:44:08
Khushdev Pandit, EXIT, 3, 01:44:56
Surbhi Goyal, ENTER, 3, 01:45:19
Swati Jha, EXIT, 1, 01:45:36
Khushdev Pandit, ENTER, 3, 01:45:53
Khushdev Pandit, EXIT, 3, 01:45:55
Karan Baboota, ENTER, 1, 01:45:55
Anuj Yadav, ENTER, 3, 01:45:56
Bhavya Jain, EXIT, 3, 01:46:07
Dhruv Mishra, EXIT, 1, 01:46:10
Dhruv Mishra, ENTER, 5, 01:46:18
Kartik Gupta, EXIT, 3, 01:46:24
Anuj Yadav, EXIT, 3, 01:46:29
Khushdev Pandit, ENTER, 5, 01:46:30
Khushdev Pandit, EXIT, 5, 01:46:33
Khushdev Pandit, ENTER, 3, 01:46:41
Aryan Chaudhary, EXIT, 3, 01:46:42
Khushdev Pandit, EXIT, 5, 01:46:52
Khushdev Pandit, ENTER, 5, 01:47:00
Snehal, EXIT, 1, 01:47:01
Bhavya Jain, ENTER, 3, 01:47:02
Khushdev Pandit, EXIT, 5, 01:47:04
Aditya Raj Singh, EXIT, 5, 01:47:11
Ujjwal Garg, ENTER, 1, 01:47:20
Rishabh Oberoi, EXIT, 3, 01:47:40
Aditya Raj Singh, ENTER, 5, 01:48:10
Khushdev Pandit, ENTER, 5, 01:48:48
Sushil Kumar, ENTER, 5, 01:49:02
Snehal, ENTER, 1, 01:49:05
Ayush Srivastava, EXIT, 1, 01:49:05
Sahil Goyal, EXIT, 3, 01:49:08
Rohan Dhar, EXIT, 3, 01:49:16
Khushdev Pandit, EXIT, 5, 01:49:17
Bharat Goyal, EXIT, 5, 01:49:22
Ayush Srivastava, ENTER, 3, 01:49:33
Thanmayee Matha, EXIT, 1, 01:49:34
Param Shah, ENTER, 1, 01:49:40
Khushdev Pandit, ENTER, 1, 01:49:45
Anuj Yadav, ENTER, 5, 01:49:45
Khushdev Pandit, EXIT, 3, 01:49:52
Khushdev Pandit, ENTER, 3, 01:49:53
Snehal, EXIT, 5, 01:50:08
Bharat Goyal, ENTER, 3, 01:50:12
Khushdev Pandit, EXIT, 5, 01:50:39
Vamshi Krishna Vannekala, EXIT, 5, 01:50:49
Thakkar Divyakumar Rameshbhai, EXIT, 3, 01:50:50
Mohammed Kaif, EXIT, 1, 01:50:51
Khushdev Pandit, ENTER, 5, 01:50:57
Surbhi Goyal, EXIT, 1, 01:51:24
Anuj Yadav, EXIT, 3, 01:51:27
Ujjwal Garg, EXIT, 1, 01:51:28
Shashank Dargar, EXIT, 5, 01:51:37
Swaib Ilias Mazumder, EXIT, 5, 01:52:13
Shraman Jain, EXIT, 3, 01:52:22
Khushdev Pandit, EXIT, 3, 01:52:27
Gayam Shivakanth Reddy, EXIT, 5, 01:52:37
Smiti Singhal, ENTER, 3, 01:52:52
Thakkar Divyakumar Rameshbhai, ENTER, 1, 01:52:52
Khushdev Pandit, ENTER, 3, 01:52:59
Vibhor Agarwal, EXIT, 1, 01:53:01
Sushil Kumar, EXIT, 1, 01:53:18
Khushdev Pandit, EXIT, 5, 01:53:25
Khushdev Pandit, ENTER, 5, 01:53:35
Khushdev Pandit, EXIT, 3, 01:53:45
Thakkar Divyakumar Rameshbhai, EXIT, 1, 01:53:46
Khushdev Pandit, ENTER, 5, 01:53:58
Khushdev Pandit, EXIT, 3, 01:54:05
Shambhavi Sharma, ENTER, 1, 01:54:15
Ujjwal Garg, ENTER, 5, 01:54:15
Khushdev Pandit, ENTER, 5, 01:54:19
Swati Jha, ENTER, 5, 01:54:32
Khushdev Pandit, EXIT, 1, 01:54:35
Khushdev Pandit, ENTER, 1, 01:54:41
Vamshi Krishna Vannekala, ENTER, 5, 01:54:43
Bharat Goyal, EXIT, 5, 01:54:43
Rishabh Oberoi, ENTER, 1, 01:54:44
Sushil Kumar, ENTER, 3, 01:55:09
Sumit Kumar, ENTER, 5, 01:55:12
Bharat Goyal, ENTER, 1, 01:55:14
Rohan Dhar, ENTER, 1, 01:55:38
Khushdev Pandit, EXIT, 1, 01:55:40
Manas, ENTER, 3, 01:56:05
Swatantra kumar nigam, ENTER, 5, 01:56:16
Thanmayee Matha, ENTER, 3, 01:56:18
Khushdev Pandit, ENTER, 3, 01:56:23
Yuvraj Singh, ENTER, 3, 01:56:24
Dhruv Mishra, EXIT, 3, 01:56:41
Khushdev Pandit, EXIT, 3, 01:56:42
Shambhavi Sharma, EXIT, 5, 01:56:42
Smiti Singhal, EXIT, 3, 01:57:42
Vibhor Agarwal, ENTER, 5, 01:57:44
Khushdev Pandit, ENTER, 1, 01:58:20
Khushdev Pandit, EXIT, 1, 01:58:21
Rishabh Oberoi, EXIT, 5, 01:58:34
Khushdev Pandit, ENTER, 1, 01:58:36
Smiti Singhal, ENTER, 5, 01:58:37
Swaib Ilias Mazumder, ENTER, 5, 01:58:44
Swati Jha, EXIT, 3, 01:59:03
Ankita Mahato, ENTER, 1, 01:59:13
Khushdev Pandit, EXIT, 5, 01:59:15
Rishabh Oberoi, ENTER, 3, 01:59:30
Ujjwal Garg, EXIT, 5, 01:59:38
Khushdev Pandit, ENTER, 3, 01:59:44
Vibhor Agarwal, EXIT, 3, 01:59:50
Khushdev Pandit, EXIT, 1, 02:00:08
Khushdev Pandit, ENTER, 5, 02:00:21
Khushdev Pandit, EXIT, 3, 02:00:55
Yuvraj Singh, EXIT, 3, 02:01:05
Khushdev Pandit, ENTER, 5, 02:01:17
Aryan Chaudhary, ENTER, 1, 02:01:18
Sushil Kumar, EXIT, 1, 02:01:18
Swati Jha, ENTER, 3, 02:01:21
Dhruv Mishra, ENTER, 3, 02:01:24
Bharat Goyal, EXIT, 1, 02:01:26
Dhruv Mishra, EXIT, 1, 02:01:27
Mohammed Kaif, ENTER, 5, 02:01:28
Khushdev Pandit, EXIT, 1, 02:01:32
Khushdev Pandit, ENTER, 3, 02:01:33
Khushdev Pandit, EXIT, 3, 02:01:41
Khushdev Pandit, ENTER, 1, 02:01:52
Khushdev Pandit, EXIT, 5, 02:02:05
Aryan Chaudhary, EXIT, 5, 02:02:39
Khushdev Pandit, ENTER, 1, 02:03:01
Manas, EXIT, 3, 02:03:03
Khushdev Pandit, EXIT, 5, 02:03:07
Khushdev Pandit, ENTER, 1, 02:03:07
Mohammed Kaif, EXIT, 5, 02:03:15
Khushdev Pandit, EXIT, 1, 02:03:16
Surbhi Goyal, ENTER, 1, 02:03:27
Khushdev Pandit, ENTER, 5, 02:03:46
Sumit Kumar, EXIT, 3, 02:03:49
Swati Jha, EXIT, 5, 02:04:01
Thanmayee Matha, EXIT, 3, 02:04:01
Shraman Jain, ENTER, 5, 02:04:43
Khushdev Pandit, EXIT, 5, 02:04:53
Ayush Srivastava, EXIT, 3, 02:04:57
Rishabh Oberoi, EXIT, 3, 02:04:57
Mohammed Kaif, ENTER, 5, 02:05:27
Mohammed Kaif, EXIT, 3, 02:05:30
Khushdev Pandit, ENTER, 3, 02:05:36
Shambhavi Sharma, ENTER, 5, 02:05:43
Khushdev Pandit, EXIT, 1, 02:05:47
Khushdev Pandit, ENTER, 3, 02:05:52
Swati Jha, ENTER, 1, 02:06:00
Sushil Kumar, ENTER, 5, 02:06:00
Manas, ENTER, 3, 02:06:02
Gayam Shivakanth Reddy, ENTER, 3, 02:06:08
Khushdev Pandit, EXIT, 5, 02:06:14
Mohammed Kaif, ENTER, 1, 02:06:17
Ayush Srivastava, ENTER, 3, 02:06:18
Ankita Mahato, EXIT, 1, 02:06:40
Rishabh Oberoi, ENTER, 1, 02:06:47
Khushdev Pandit, ENTER, 1, 02:06:56
Swati Jha, EXIT, 3, 02:07:21
Sumit Kumar, ENTER, 1, 02:07:21
Khushdev Pandit, EXIT, 5, 02:07:33
Sushil Kumar, EXIT, 5, 02:08:00
Dhruv Mishra, ENTER, 3, 02:08:07
Kartik Gupta, ENTER, 3, 02:08:15
Rishika Jain, EXIT, 5, 02:08:44
Ayush Srivastava, EXIT, 1, 02:09:00
Manas, EXIT, 5, 02:09:10
Yuvraj Singh, ENTER, 3, 02:09:18
Ayush Srivastava, ENTER, 5, 02:09:23
Khushdev Pandit, ENTER, 5, 02:09:29
Manas, ENTER, 5, 02:09:32
Vibhor Agarwal, ENTER, 1, 02:09:40
Khushdev Pandit, EXIT, 5, 02:09:42
Ujjwal Garg, ENTER, 1, 02:09:43
Smiti Singhal, EXIT, 5, 02:09:46
Khushdev Pandit, ENTER, 1, 02:09:51
Thakkar Divyakumar Rameshbhai, ENTER, 5, 02:09:52
Khushdev Pandit, EXIT, 1, 02:10:21
Khushdev Pandit, ENTER, 5, 02:10:22
Aryan Chaudhary, ENTER, 3, 02:10:42
Khushdev Pandit, EXIT, 1, 02:10:54
Shambhavi Sharma, EXIT, 1, 02:10:54
Manav Saini, EXIT, 5, 02:11:20
Khushdev Pandit, ENTER, 1, 02:11:32
Sumit Kumar, EXIT, 1, 02:11:46
Rishika Jain, ENTER, 5, 02:12:10
Khushdev Pandit, EXIT, 5, 02:12:16
Gayam Shivakanth Reddy, EXIT, 1, 02:12:22
Shambhavi Sharma, ENTER, 3, 02:12:35
Ankita Mahato, ENTER, 1, 02:13:00
Thanmayee Matha, ENTER, 5, 02:13:08
Khushdev Pandit, ENTER, 5, 02:13:19
Khushdev Pandit, EXIT, 1, 02:13:21
Khushdev Pandit, ENTER, 1, 02:13:39
Shraman Jain, EXIT, 5, 02:13:45
Khushdev Pandit, EXIT, 5, 02:14:01
Khushdev Pandit, ENTER, 1, 02:14:05
Khushdev Pandit, EXIT, 3, 02:14:14
Yuvraj Singh, EXIT, 5, 02:14:20
Khushdev Pandit, ENTER, 3, 02:14:38
Khushdev Pandit, EXIT, 5, 02:14:43
Aryan Chaudhary, EXIT, 5, 02:14:45
Mohammed Kaif, EXIT, 1, 02:14:48
Swati Jha, ENTER, 5, 02:14:52
Khushdev Pandit, ENTER, 1, 02:14:53
Ujjwal Garg, EXIT, 3, 02:14:59
Anuj Yadav, ENTER, 3, 02:15:05
Thanmayee Matha, EXIT, 1, 02:15:13
Ayush Srivastava, EXIT, 5, 02:15:17
Khushdev Pandit, EXIT, 3, 02:15:25
Swaib Ilias Mazumder, EXIT, 3, 02:15:38
Ujjwal Garg, ENTER, 5, 02:15:58
Khushdev Pandit, ENTER, 3, 02:16:16
Manas, EXIT, 3, 02:16:25
Rishabh Oberoi, EXIT, 1, 02:16:32
Khushdev Pandit, EXIT, 1, 02:16:37
Bhavya Jain, EXIT, 1, 02:16:44
Yuvraj Singh, ENTER, 1, 02:17:00
Vibhor Agarwal, EXIT, 5, 02:17:16
Khushdev Pandit, ENTER, 1, 02:17:53
Bharat Goyal, ENTER, 1, 02:17:59
Shraman Jain, ENTER, 1, 02:18:37
Khushdev Pandit, EXIT, 5, 02:18:39
Shambhavi Sharma, EXIT, 1, 02:18:44
Khushdev Pandit, ENTER, 3, 02:19:06
Bhavya Jain, ENTER, 3, 02:19:15
Khushdev Pandit, EXIT, 1, 02:19:21
Rishika Jain, EXIT, 1, 02:19:26
Manav Saini, ENTER, 1, 02:19:39
Khushdev Pandit, ENTER, 5, 02:19:54
Ayush Srivastava, ENTER, 5, 02:20:01
Swatantra kumar nigam, EXIT, 5, 02:20:04
Khushdev Pandit, EXIT, 3, 02:20:07
Rishabh Oberoi, ENTER, 3, 02:20:12
Khushdev Pandit, ENTER, 3, 02:20:17
Ayush Srivastava, EXIT, 3, 02:20:21
Sushil Kumar, ENTER, 3, 02:20:47
Khushdev Pandit, EXIT, 1, 02:21:07
Khushdev Pandit, ENTER, 3, 02:21:40
Thanmayee Matha, ENTER, 1, 02:21:52
Manas, ENTER, 5, 02:22:05
Khushdev Pandit, EXIT, 1, 02:22:17
Shambhavi Sharma, ENTER, 1, 02:22:29
Vibhor Agarwal, ENTER, 1, 02:22:41
Snehal, ENTER, 3, 02:22:43
Ujjwal Garg, EXIT, 5, 02:22:45
Aditya Raj Singh, EXIT, 3, 02:22:47
Anuj Yadav, EXIT, 1, 02:22:51
Mohammed Kaif, ENTER, 3, 02:22:55
Manas, EXIT, 1, 02:22:58
Thanmayee Matha, EXIT, 1, 02:23:33
Aryan Chaudhary, ENTER, 5, 02:23:34
Karan Baboota, EXIT, 5, 02:23:37
Swaib Ilias Mazumder, ENTER, 3, 02:23:42
Swati Jha, EXIT, 5, 02:23:54
Manav Saini, EXIT, 5, 02:24:02
Smiti Singhal, ENTER, 3, 02:24:05
Swatantra kumar nigam, ENTER, 1, 02:24:06
Khushdev Pandit, ENTER, 3, 02:24:11
Surbhi Goyal, EXIT, 1, 02:24:12
Khushdev Pandit, EXIT, 3, 02:24:13
Khushdev Pandit, ENTER, 5, 02:24:23
Rishika Jain, ENTER, 3, 02:24:25
Khushdev Pandit, EXIT, 1, 02:24:27
Bhavya Jain, EXIT, 1, 02:24:38
Gayam Shivakanth Reddy, ENTER, 3, 02:24:45
Thakkar Divyakumar Rameshbhai, EXIT, 1, 02:24:49
Ujjwal Garg, ENTER, 5, 02:24:54
Bharat Goyal, EXIT, 5, 02:25:11
Bharat Goyal, ENTER, 3, 02:25:12
Thakkar Divyakumar Rameshbhai, ENTER, 3, 02:25:14
Kartik Gupta, EXIT, 3, 02:25:20
Khushdev Pandit, ENTER, 1, 02:25:25
Param Shah, EXIT, 3, 02:25:36
Khushdev Pandit, EXIT, 1, 02:25:37
Khushdev Pandit, ENTER, 5, 02:26:11
Khushdev Pandit, EXIT, 1, 02:26:11
Khushdev Pandit, ENTER, 5, 02:26:14
Swatantra kumar nigam, EXIT, 5, 02:26:18
Sumit Kumar, ENTER, 1, 02:26:35
Khushdev Pandit, EXIT, 1, 02:27:24
Aditya Raj Singh, ENTER, 3, 02:27:30
Rohan Dhar, EXIT, 3, 02:27:30
Shraman Jain, EXIT, 1, 02:27:48
Thakkar Divyakumar Rameshbhai, EXIT, 5, 02:27:58
Khushdev Pandit, ENTER, 3, 02:28:00
Shraman Jain, ENTER, 5, 02:28:21
Ankita Mahato, EXIT, 1, 02:28:37
Swatantra kumar nigam, ENTER, 5, 02:28:46
Karan Baboota, ENTER, 1, 02:28:49
Khushdev Pandit, EXIT, 5, 02:29:13
Manas, ENTER, 1, 02:29:26
Param Shah, ENTER, 3, 02:29:31
Anuj Yadav, ENTER, 3, 02:29:56
Sahil Goyal, ENTER, 3, 02:30:09
Ujjwal Garg, EXIT, 5, 02:30:18
Aryan Chaudhary, EXIT, 3, 02:30:31
Snehal, EXIT, 5, 02:30:39
Rishabh Oberoi, EXIT, 3, 02:30:51
Rishika Jain, EXIT, 5, 02:30:53
Thakkar Divyakumar Rameshbhai, ENTER, 1, 02:30:53
Khushdev Pandit, ENTER, 5, 02:31:01
Aryan Chaudhary, ENTER, 1, 02:31:04
Khushdev Pandit, EXIT, 1, 02:31:12
Shraman Jain, EXIT, 3, 02:31:16
Aditya Raj Singh, EXIT, 1, 02:31:21
Thakkar Divyakumar Rameshbhai, EXIT, 3, 02:31:33
Khushdev Pandit, ENTER, 1, 02:31:38
Aryan Chaudhary, EXIT, 1, 02:31:48
Swati Jha, ENTER, 1, 02:31:50
Thanmayee Matha, ENTER, 3, 02:31:50
Manav Saini, ENTER, 3, 02:31:58
Ankita Mahato, ENTER, 1, 02:32:06
Thanmayee Matha, EXIT, 5, 02:32:06
Khushdev Pandit, EXIT, 1, 02:32:07
Shashank Dargar, ENTER, 3, 02:32:34
Ayush Srivastava, ENTER, 5, 02:32:38
Ujjwal Garg, ENTER, 5, 02:32:44
Aryan Chaudhary, ENTER, 1, 02:32:45
Khushdev Pandit, ENTER, 1, 02:33:07
Khushdev Pandit, EXIT, 3, 02:33:17
Khushdev Pandit, ENTER, 5, 02:33:22
Param Shah, EXIT, 5, 02:33:22
Dhruv Mishra, EXIT, 5, 02:33:26
Shambhavi Sharma, EXIT, 1, 02:33:28
Ayush Srivastava, EXIT, 5, 02:33:40
Param Shah, ENTER, 1, 02:33:41
Bharat Goyal, EXIT, 5, 02:33:42
Khushdev Pandit, EXIT, 1, 02:34:00
Khushdev Pandit, ENTER, 3, 02:34:26
Ankita Mahato, EXIT, 3, 02:34:29
Khushdev Pandit, EXIT, 3, 02:34:54
Khushdev Pandit, ENTER, 1, 02:35:05
Khushdev Pandit, EXIT, 3, 02:35:35
Bharat Goyal, ENTER, 3, 02:35:39
Vamshi Krishna Vannekala, EXIT, 1, 02:36:03
Bharat Goyal, EXIT, 5, 02:36:06
Khushdev Pandit, ENTER, 3, 02:36:12
Thanmayee Matha, ENTER, 5, 02:36:13
Kartik Gupta, ENTER, 1, 02:36:35
Khushdev Pandit, EXIT, 3, 02:36:51
Khushdev Pandit, ENTER, 5, 02:36:54
Swaib Ilias Mazumder, EXIT, 1, 02:36:57
Khushdev Pandit, EXIT, 3, 02:37:07
Manas, EXIT, 1, 02:37:10
Rishika Jain, ENTER, 5, 02:37:18
Khushdev Pandit, ENTER, 1, 02:37:29
Khushdev Pandit, EXIT, 3, 02:37:36
Khushdev Pandit, ENTER, 5, 02:37:37
Rohan Dhar, ENTER, 5, 02:37:41
Swaib Ilias Mazumder, ENTER, 3, 02:37:50
Anuj Yadav, EXIT, 1, 02:37:59
Sushil Kumar, EXIT, 3, 02:38:01
Karan Baboota, EXIT, 1, 02:38:03
Bhavya Jain, ENTER, 5, 02:38:39
Smiti Singhal, EXIT, 1, 02:38:58
Bharat Goyal, ENTER, 1, 02:38:59
Thakkar Divyakumar Rameshbhai, ENTER, 1, 02:39:15
Shashank Dargar, EXIT, 3, 02:39:26
Aditya Raj Singh, ENTER, 1, 02:39:28
Ankita Mahato, ENTER, 5, 02:39:30
Khushdev Pandit, EXIT, 1, 02:39:44
Khushdev Pandit, ENTER, 3, 02:39:55
Vibhor Agarwal, EXIT, 3, 02:39:59
Swaib Ilias Mazumder, EXIT, 3, 02:40:06
Snehal, ENTER, 1, 02:40:10
Aryan Chaudhary, EXIT, 1, 02:40:14
Shraman Jain, ENTER, 5, 02:40:16
Rohan Dhar, EXIT, 3, 02:40:22
Shambhavi Sharma, ENTER, 1, 02:40:24
Aditya Raj Singh, EXIT, 1, 02:40:28
Khushdev Pandit, EXIT, 1, 02:41:05
Khushdev Pandit, ENTER, 3, 02:41:16
Anuj Yadav, ENTER, 3, 02:41:20
Khushdev Pandit, EXIT, 5, 02:41:23
Swatantra kumar nigam, EXIT, 5, 02:41:26
Ankita Mahato, EXIT, 3, 02:41:29
Mohammed Kaif, EXIT, 5, 02:41:47
Anuj Yadav, EXIT, 5, 02:41:47
Surbhi Goyal, ENTER, 1, 02:42:05
Khushdev Pandit, ENTER, 5, 02:42:10
Thanmayee Matha, EXIT, 3, 02:42:22
Ujjwal Garg, EXIT, 1, 02:42:47
Kartik Gupta, EXIT, 1, 02:42:57
Manas, ENTER, 1, 02:43:00
Rohan Dhar, ENTER, 3, 02:43:16
Khushdev Pandit, EXIT, 5, 02:43:17
Ayush Srivastava, ENTER, 5, 02:43:25
Swati Jha, EXIT, 3, 02:43:28
Khushdev Pandit, ENTER, 1, 02:43:36
Thanmayee Matha, ENTER, 1, 02:43:44
Aryan Chaudhary, ENTER, 3, 02:44:05
Khushdev Pandit, EXIT, 1, 02:44:30
Snehal, EXIT, 1, 02:44:30
Mohammed Kaif, ENTER, 5, 02:44:32
Shashank Dargar, ENTER, 1, 02:44:33
Thakkar Divyakumar Rameshbhai, EXIT, 1, 02:44:47
Kartik Gupta, ENTER, 1, 02:44:47
Thakkar Divyakumar Rameshbhai, ENTER, 3, 02:45:06
Khushdev Pandit, ENTER, 5, 02:45:07
Dhruv Mishra, ENTER, 3, 02:45:23
Swaib Ilias Mazumder, ENTER, 5, 02:45:30
Rohan Dhar, EXIT, 5, 02:45:31
Swatantra kumar nigam, ENTER, 1, 02:45:36
Ayush Srivastava, EXIT, 5, 02:45:48
Khushdev Pandit, EXIT, 1, 02:45:50
Aditya Raj Singh, ENTER, 5, 02:46:08
Param Shah, EXIT, 3, 02:46:14
Dhruv Mishra, EXIT, 1, 02:46:33
Sahil Goyal, EXIT, 3, 02:46:41
Shashank Dargar, EXIT, 1, 02:46:50
Ayush Srivastava, ENTER, 5, 02:47:18
Dhruv Mishra, ENTER, 3, 02:47:20
Ayush Srivastava, EXIT, 5, 02:47:26
Anuj Yadav, ENTER, 5, 02:47:35
Bharat Goyal, EXIT, 1, 02:47:38
Khushdev Pandit, ENTER, 1, 02:47:40
Khushdev Pandit, EXIT, 3, 02:47:46
Khushdev Pandit, ENTER, 1, 02:48:07
Khushdev Pandit, EXIT, 1, 02:48:20
Bharat Goyal, ENTER, 5, 02:48:31
Khushdev Pandit, ENTER, 5, 02:48:33
Gayam Shivakanth Reddy, EXIT, 5, 02:48:34
Manas, EXIT, 3, 02:48:41
Khushdev Pandit, EXIT, 1, 02:48:45
Yuvraj Singh, EXIT, 3, 02:48:46
Sushil Kumar, ENTER, 3, 02:48:50
Bhavya Jain, EXIT, 5, 02:48:59
Khushdev Pandit, ENTER, 5, 02:49:03
Bharat Goyal, EXIT, 1, 02:49:05
Aditya Raj Singh, EXIT, 5, 02:49:09
Aditya Raj Singh, ENTER, 1, 02:49:12
Yuvraj Singh, ENTER, 5, 02:49:14
Khushdev Pandit, EXIT, 1, 02:49:19
